Age,Gender,EmploymentStatus,AnnualIncomeUSD,Country,BankAccountsCount,CardsCount,MonthlyTransactionRange,VictimOfFraud,FraudConcernLevel,TechComfortLevel,SecurityMeasures,ValuedFeatures,MonthlyWillingnessToPayUSD,SubscribeLikelihood,Challenges,Motivations,SatisfactionLevel,ResearchFrequency,AlertPreference,RecommendationLikelihood,TryWillingness,AdoptionBarrier,ProactiveVsReactiveScale,IntegrateWithAccounts
60,Male,Student,52153.6,UK,3,2,6-10,No,8,8,"Credit monitoring, None, Two-factor authentication",AI-based detection,422.33,Very likely,Lack of transparency,Innovative features,7,Monthly,Email,10,Skeptical but open,Cost,8,Yes
35,Male,Self-employed,43429.54,UAE,2,4,11-20,No,9,6,"Biometric login, Two-factor authentication, Credit monitoring","Real-time alerts, Detailed reporting, AI-based detection",219.61,Neutral,"Lack of transparency, Too many passwords, Fear of hacking",Convenience,5,Monthly,Email,7,Eager to try,Complexity,7,Yes
35,Female,Self-employed,53273.6,UK,4,3,0-5,Yes,4,6,"None, Transaction alerts",Insurance against fraud,1049.89,Likely,Too many passwords,"Innovative features, Cost savings, Trust & reputation",4,Quarterly,Mobile App Notification,6,Wait for reviews,Trust issues,3,No
34,Female,Employed full-time,68519.32,Singapore,4,4,11-20,No,8,10,"Credit monitoring, Biometric login, None","Personalized recommendations, Real-time alerts, AI-based detection",1306.99,Neutral,"Complexity of security, Fear of hacking","Innovative features, Cost savings, Trust & reputation",4,Quarterly,SMS,9,Wait for reviews,Cost,9,Yes
36,Prefer not to say,Unemployed,45277.79,UK,2,4,11-20,No,7,7,"Biometric login, Transaction alerts, None","AI-based detection, Detailed reporting",412.58,Likely,"Fear of hacking, Complexity of security, Lack of transparency","Trust & reputation, Peer recommendations, Innovative features",5,Rarely,Email,8,Unlikely to try,Cost,7,Maybe
33,Non-binary,Self-employed,39689.96,UAE,3,6,11-20,No,6,5,Credit monitoring,Personalized recommendations,578.41,Likely,"Too many passwords, Complexity of security, Lack of transparency","Convenience, Trust & reputation",2,Monthly,Email,9,Skeptical but open,Cost,4,Yes
29,Female,Self-employed,21404.55,USA,1,5,11-20,No,8,9,"Biometric login, Credit monitoring","Personalized recommendations, Insurance against fraud, Real-time alerts",341.16,Likely,"Lack of transparency, Poor customer support","Convenience, Innovative features, Trust & reputation",6,Monthly,Phone Call,8,Eager to try,Lack of awareness,6,Yes
29,Male,Unemployed,23686.67,USA,3,3,11-20,Yes,8,5,Two-factor authentication,"Insurance against fraud, AI-based detection",323.8,Very likely,Lack of transparency,"Innovative features, Cost savings",3,Monthly,Email,7,Wait for reviews,Lack of awareness,9,No
34,Female,Employed full-time,74016.31,USA,3,8,50+,Not sure,5,8,"None, Transaction alerts, Biometric login",Insurance against fraud,1305.98,Neutral,"Poor customer support, Fear of hacking","Cost savings, Trust & reputation",6,Quarterly,Mobile App Notification,10,Eager to try,Complexity,6,Maybe
29,Female,Student,85974.09,India,1,4,6-10,Yes,5,9,Credit monitoring,"Real-time alerts, Insurance against fraud, Detailed reporting",530.23,Neutral,"Lack of transparency, Poor customer support, Fear of hacking","Cost savings, Peer recommendations, Trust & reputation",5,Quarterly,Email,8,Eager to try,Lack of awareness,7,Yes
27,Male,Employed full-time,31480.82,USA,4,4,21-50,No,8,9,"None, Transaction alerts",Detailed reporting,580.74,Unlikely,Lack of transparency,"Peer recommendations, Cost savings, Trust & reputation",2,Monthly,SMS,8,Eager to try,Complexity,6,Yes
36,Male,Employed full-time,37331.83,UK,5,1,0-5,No,7,6,"Two-factor authentication, None",Insurance against fraud,406.18,Unlikely,"Poor customer support, Too many passwords","Convenience, Innovative features, Trust & reputation",3,Monthly,Mobile App Notification,9,Unlikely to try,Complexity,6,Yes
32,Female,Employed full-time,21104.28,UK,1,7,0-5,No,6,9,Biometric login,Real-time alerts,257.69,Unlikely,"Poor customer support, Complexity of security, Too many passwords",Peer recommendations,2,Monthly,Email,9,Unlikely to try,Complexity,8,No
50,Male,Retired,73398.16,USA,4,4,11-20,No,6,9,Two-factor authentication,Insurance against fraud,856.63,Neutral,Too many passwords,"Cost savings, Convenience, Trust & reputation",7,Quarterly,Email,10,Wait for reviews,Trust issues,4,No
18,Female,Unemployed,54135.75,India,2,1,6-10,No,8,8,"Transaction alerts, Credit monitoring, Two-factor authentication",AI-based detection,702.1,Very likely,"Lack of transparency, Too many passwords","Cost savings, Convenience, Innovative features",5,Monthly,Email,6,Wait for reviews,Cost,5,No
45,Female,Self-employed,116393.32,Germany,3,7,0-5,No,6,9,"Transaction alerts, Two-factor authentication","Insurance against fraud, AI-based detection, Detailed reporting",1626.31,Very likely,Fear of hacking,"Convenience, Cost savings, Innovative features",5,Monthly,Mobile App Notification,10,Skeptical but open,Complexity,7,Yes
47,Male,Self-employed,21439.84,USA,4,4,6-10,No,7,8,"Transaction alerts, None, Two-factor authentication","Insurance against fraud, Detailed reporting",335.64,Unlikely,"Poor customer support, Complexity of security","Peer recommendations, Innovative features",4,Weekly,Mobile App Notification,9,Skeptical but open,Lack of awareness,7,Yes
18,Male,Employed part-time,28946.23,India,3,7,11-20,Yes,8,3,"Transaction alerts, Credit monitoring, Biometric login",Detailed reporting,372.66,Likely,"Poor customer support, Complexity of security, Lack of transparency",Convenience,3,Rarely,Mobile App Notification,10,Skeptical but open,Lack of awareness,6,Yes
31,Male,Unemployed,41725.49,Singapore,1,2,21-50,No,8,8,Two-factor authentication,"Personalized recommendations, Insurance against fraud",637.21,Likely,"Poor customer support, Lack of transparency, Too many passwords","Innovative features, Cost savings",3,Monthly,SMS,9,Skeptical but open,Cost,4,No
31,Male,Employed full-time,53524.44,UK,1,6,6-10,No,8,9,"Credit monitoring, Transaction alerts, Biometric login","Personalized recommendations, Detailed reporting, Insurance against fraud",539.23,Very likely,"Too many passwords, Lack of transparency","Cost savings, Trust & reputation",3,Weekly,Mobile App Notification,7,Wait for reviews,Trust issues,8,No
20,Male,Employed full-time,31907.6,UAE,2,5,21-50,Yes,9,7,"Credit monitoring, Biometric login",Real-time alerts,607.85,Very likely,Lack of transparency,"Trust & reputation, Cost savings, Peer recommendations",3,Weekly,Email,7,Unlikely to try,Cost,6,No
27,Female,Employed full-time,21508.93,UK,5,5,6-10,No,8,6,Credit monitoring,Detailed reporting,128.36,Unlikely,Lack of transparency,Peer recommendations,3,Monthly,SMS,10,Skeptical but open,Cost,7,No
23,Male,Student,61626.33,India,2,5,21-50,No,8,9,"None, Transaction alerts, Biometric login","AI-based detection, Real-time alerts",812.43,Likely,"Fear of hacking, Complexity of security, Too many passwords",Convenience,3,Quarterly,SMS,9,Skeptical but open,Cost,5,No
52,Female,Self-employed,55976.16,USA,1,2,11-20,No,9,5,"Credit monitoring, Biometric login, Two-factor authentication","Real-time alerts, Personalized recommendations",353.26,Likely,Fear of hacking,Innovative features,5,Monthly,Mobile App Notification,6,Eager to try,Complexity,9,Maybe
44,Male,Employed full-time,20957.16,Singapore,3,2,21-50,No,7,8,"None, Transaction alerts","Detailed reporting, Real-time alerts",243.97,Very likely,"Lack of transparency, Fear of hacking","Innovative features, Cost savings",3,Monthly,SMS,9,Unlikely to try,Complexity,7,No
47,Non-binary,Employed full-time,81900.93,Singapore,1,10,50+,No,9,6,"Two-factor authentication, Transaction alerts, Credit monitoring","Detailed reporting, Insurance against fraud, Real-time alerts",725.95,Neutral,"Lack of transparency, Poor customer support",Cost savings,3,Rarely,Email,9,Eager to try,Cost,6,No
42,Male,Student,73285.59,USA,4,7,50+,No,8,7,Transaction alerts,"Detailed reporting, AI-based detection, Insurance against fraud",1396.35,Unlikely,"Fear of hacking, Complexity of security",Trust & reputation,4,Quarterly,Email,7,Unlikely to try,Cost,8,No
23,Male,Employed full-time,39362.86,UK,4,5,0-5,Yes,7,8,Credit monitoring,"Real-time alerts, AI-based detection, Personalized recommendations",204.53,Likely,"Lack of transparency, Poor customer support",Trust & reputation,6,Monthly,Mobile App Notification,9,Unlikely to try,Complexity,4,No
29,Female,Self-employed,38091.97,Australia,3,3,21-50,No,6,8,None,"Insurance against fraud, Detailed reporting, Personalized recommendations",413.99,Unlikely,Poor customer support,"Trust & reputation, Peer recommendations",5,Monthly,Email,10,Skeptical but open,Cost,6,Maybe
39,Female,Retired,50636.84,UK,5,4,0-5,No,8,5,"Two-factor authentication, Credit monitoring, None","AI-based detection, Detailed reporting, Real-time alerts",847.19,Likely,"Poor customer support, Lack of transparency, Too many passwords",Cost savings,4,Quarterly,Mobile App Notification,8,Skeptical but open,Cost,8,No
22,Male,Employed full-time,21654.71,India,1,5,50+,No,6,9,"Two-factor authentication, Transaction alerts",AI-based detection,169.49,Neutral,"Poor customer support, Lack of transparency, Fear of hacking","Innovative features, Cost savings",2,Quarterly,Phone Call,8,Skeptical but open,Lack of awareness,5,Yes
42,Female,Employed full-time,36975.8,Australia,5,5,6-10,No,8,6,"Two-factor authentication, Biometric login, Transaction alerts",Detailed reporting,637.23,Unlikely,"Complexity of security, Lack of transparency","Convenience, Peer recommendations, Trust & reputation",2,Rarely,Mobile App Notification,10,Unlikely to try,Complexity,7,No
32,Female,Self-employed,9982.31,UAE,2,3,11-20,No,8,10,"None, Transaction alerts","Real-time alerts, Detailed reporting, Insurance against fraud",178.64,Very unlikely,"Lack of transparency, Fear of hacking, Poor customer support","Trust & reputation, Innovative features, Convenience",3,Rarely,SMS,9,Unlikely to try,Trust issues,8,No
31,Female,Student,61443.5,India,3,2,0-5,No,7,7,"Two-factor authentication, None, Credit monitoring","Detailed reporting, Real-time alerts",959.75,Likely,Complexity of security,"Convenience, Trust & reputation, Cost savings",3,Quarterly,Phone Call,10,Skeptical but open,Complexity,5,Maybe
42,Male,Employed part-time,14229.95,UAE,2,5,6-10,No,7,8,"Transaction alerts, Credit monitoring, Biometric login","Insurance against fraud, Real-time alerts, Detailed reporting",115.78,Very likely,Poor customer support,Trust & reputation,5,Weekly,SMS,7,Eager to try,Cost,7,Yes
39,Male,Retired,89505.19,Germany,2,2,21-50,No,8,4,"None, Transaction alerts, Credit monitoring","Insurance against fraud, AI-based detection, Detailed reporting",812.76,Likely,Lack of transparency,"Cost savings, Innovative features",3,Weekly,Email,7,Wait for reviews,Complexity,7,Maybe
31,Female,Employed full-time,29790.0,India,5,5,50+,No,8,7,"None, Transaction alerts",Personalized recommendations,223.54,Very likely,"Fear of hacking, Too many passwords, Lack of transparency","Innovative features, Convenience",5,Rarely,Mobile App Notification,8,Skeptical but open,Lack of awareness,9,No
46,Female,Employed part-time,31984.28,India,1,6,21-50,No,9,9,"Two-factor authentication, Transaction alerts, Credit monitoring","Personalized recommendations, AI-based detection",248.23,Very likely,"Complexity of security, Lack of transparency, Poor customer support","Cost savings, Peer recommendations, Innovative features",2,Quarterly,Email,8,Skeptical but open,Cost,6,Maybe
24,Male,Self-employed,24918.35,UK,1,3,21-50,Yes,8,7,"Biometric login, Two-factor authentication, None",Detailed reporting,138.23,Likely,"Too many passwords, Poor customer support","Cost savings, Trust & reputation, Convenience",2,Quarterly,Mobile App Notification,7,Eager to try,Lack of awareness,6,No
41,Female,Unemployed,30551.73,Australia,4,5,21-50,Yes,9,4,"Credit monitoring, None, Two-factor authentication","Detailed reporting, Personalized recommendations, Insurance against fraud",545.65,Likely,Complexity of security,Peer recommendations,4,Quarterly,Phone Call,9,Wait for reviews,Trust issues,8,Maybe
40,Female,Employed full-time,85060.56,Singapore,2,3,6-10,No,9,4,Transaction alerts,"Insurance against fraud, AI-based detection",1099.62,Very unlikely,"Poor customer support, Complexity of security",Cost savings,6,Quarterly,Phone Call,6,Eager to try,Lack of awareness,4,Yes
31,Male,Student,8162.57,USA,3,4,0-5,No,7,9,None,"AI-based detection, Personalized recommendations, Detailed reporting",80.94,Very likely,"Too many passwords, Poor customer support",Trust & reputation,4,Quarterly,Email,7,Skeptical but open,Lack of awareness,3,Yes
38,Female,Employed part-time,78133.89,Germany,2,5,0-5,No,8,9,"Credit monitoring, Biometric login, Two-factor authentication","AI-based detection, Real-time alerts",730.06,Very unlikely,"Fear of hacking, Lack of transparency",Convenience,5,Monthly,Phone Call,9,Skeptical but open,Lack of awareness,7,No
22,Male,Employed full-time,44480.85,India,3,5,11-20,Yes,8,6,"None, Two-factor authentication, Transaction alerts","Insurance against fraud, Personalized recommendations, AI-based detection",585.83,Unlikely,"Lack of transparency, Complexity of security","Peer recommendations, Convenience",3,Monthly,SMS,9,Wait for reviews,Cost,8,Yes
44,Female,Employed full-time,17602.34,USA,4,4,6-10,No,9,8,"Biometric login, None, Two-factor authentication",Insurance against fraud,174.27,Unlikely,Complexity of security,"Peer recommendations, Convenience, Cost savings",1,Weekly,Email,9,Skeptical but open,Cost,8,Maybe
33,Female,Unemployed,19049.81,India,4,6,0-5,No,8,6,"Two-factor authentication, Biometric login","Insurance against fraud, Detailed reporting, Real-time alerts",342.05,Very unlikely,"Poor customer support, Complexity of security, Too many passwords","Trust & reputation, Convenience",5,Quarterly,Mobile App Notification,2,Unlikely to try,Complexity,7,Yes
29,Prefer not to say,Employed full-time,99293.54,UK,2,4,6-10,No,5,8,"Two-factor authentication, None","Detailed reporting, Real-time alerts",810.67,Unlikely,"Poor customer support, Complexity of security",Trust & reputation,5,Monthly,Phone Call,4,Eager to try,Trust issues,7,Yes
45,Male,Employed full-time,20592.78,Germany,2,3,6-10,No,9,7,"Transaction alerts, None, Two-factor authentication","Insurance against fraud, Real-time alerts, Detailed reporting",375.5,Unlikely,"Lack of transparency, Complexity of security",Cost savings,3,Quarterly,SMS,10,Eager to try,Trust issues,6,Yes
27,Male,Employed full-time,18178.41,USA,2,2,50+,No,9,9,"Credit monitoring, Transaction alerts, Two-factor authentication","AI-based detection, Personalized recommendations, Detailed reporting",271.97,Likely,"Too many passwords, Lack of transparency, Complexity of security","Cost savings, Trust & reputation",4,Rarely,Phone Call,8,Wait for reviews,Cost,9,No
20,Male,Unemployed,71853.8,Germany,3,5,6-10,Yes,6,5,"Two-factor authentication, Biometric login",Detailed reporting,1390.33,Neutral,"Fear of hacking, Complexity of security, Poor customer support","Cost savings, Peer recommendations",5,Quarterly,Phone Call,7,Skeptical but open,Trust issues,3,Yes
19,Male,Self-employed,44494.98,India,3,3,11-20,Yes,7,10,"Two-factor authentication, Transaction alerts, None","Insurance against fraud, AI-based detection",232.56,Very unlikely,Poor customer support,Peer recommendations,3,Monthly,Phone Call,10,Unlikely to try,Cost,5,Yes
41,Male,Student,20686.67,USA,5,5,11-20,Yes,6,7,"Transaction alerts, Two-factor authentication, Biometric login","Detailed reporting, Real-time alerts, Personalized recommendations",121.77,Likely,Fear of hacking,"Trust & reputation, Convenience, Cost savings",5,Monthly,SMS,7,Eager to try,Complexity,6,Yes
22,Non-binary,Employed full-time,41356.09,Australia,5,6,11-20,No,8,9,Transaction alerts,Personalized recommendations,517.51,Very likely,"Fear of hacking, Poor customer support",Innovative features,4,Monthly,Mobile App Notification,10,Wait for reviews,Complexity,6,No
